Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,TTO%,K%,BB%,BB/K,Team,League
Maegawa Ukyo,39,138,125,11,40,2,0,2,48,17,0,0,0,0,20,11,0,2,0,0.320,0.384,0.384,0.768,124,0.064,0.369,23.9%,14.5%,8.0%,0.55,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Mieses Johan,16,51,44,6,14,2,0,2,22,7,0,0,0,0,8,7,0,0,2,0.318,0.412,0.500,0.912,164,0.182,0.353,33.3%,15.7%,13.7%,0.88,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Morishita Shota,27,115,99,16,36,11,1,3,58,20,1,0,0,2,15,11,0,3,5,0.364,0.435,0.586,1.021,194,0.222,0.398,25.2%,13.0%,9.6%,0.73,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Nagasaka Kenya,27,68,58,9,10,0,0,0,10,2,0,0,3,0,17,5,0,2,2,0.172,0.262,0.172,0.434,29,0.000,0.244,32.4%,25.0%,7.4%,0.29,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Nakagawa Hayato,57,150,132,16,35,8,2,3,56,18,0,0,6,1,31,11,0,0,4,0.265,0.319,0.424,0.743,114,0.159,0.323,30.0%,20.7%,7.3%,0.35,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Nakano Takumu,1,4,4,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.250,0.250,0.500,0.750,114,0.250,0.250,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Nishi Junya,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-99,0.000,0.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Noguchi Kyosuke,67,214,198,22,60,8,0,6,86,18,0,2,0,1,32,11,0,4,8,0.303,0.350,0.434,0.784,127,0.131,0.335,22.9%,15.0%,5.1%,0.34,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Obata Ryuhei,5,24,20,3,3,0,0,0,3,2,1,0,0,1,3,2,0,1,0,0.150,0.250,0.150,0.400,19,0.000,0.167,20.8%,12.5%,8.3%,0.67,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Ohtake Koutaro,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-99,0.000,0.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Onodera Dan,38,166,141,21,43,7,1,3,61,22,3,0,1,2,17,22,0,0,6,0.305,0.394,0.433,0.827,140,0.128,0.325,25.3%,10.2%,13.3%,1.29,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Sakaeda Yuki,63,151,129,16,31,6,0,2,43,20,7,0,3,2,25,17,1,0,2,0.240,0.324,0.333,0.657,92,0.093,0.279,29.1%,16.6%,11.3%,0.68,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Sato Teruaki,5,22,20,7,9,2,2,1,18,4,0,0,0,0,2,2,0,0,0,0.450,0.500,0.900,1.400,300,0.450,0.471,22.7%,9.1%,9.1%,1.00,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Shimada Kairi,6,25,18,3,3,0,0,0,3,1,0,0,1,0,4,6,0,0,0,0.167,0.375,0.167,0.542,62,0.000,0.214,40.0%,16.0%,24.0%,1.50,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Takahama Yuto,69,170,156,13,30,6,0,3,45,12,2,0,0,1,53,10,0,3,0,0.192,0.253,0.288,0.541,57,0.096,0.267,38.8%,31.2%,5.9%,0.19,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Takatera Nozomu,106,259,231,34,60,5,2,3,78,25,4,4,5,2,53,21,0,0,1,0.260,0.319,0.338,0.657,92,0.078,0.322,29.7%,20.5%,8.1%,0.40,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Takayama Shun,92,304,261,27,65,11,1,9,105,37,0,3,2,3,38,34,2,3,10,0.249,0.339,0.402,0.741,115,0.153,0.258,26.6%,12.5%,11.2%,0.89,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Toi Reiji,69,145,139,11,20,5,0,2,31,13,1,0,2,1,48,3,0,0,5,0.144,0.161,0.223,0.384,12,0.079,0.200,36.6%,33.1%,2.1%,0.06,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Toyoda Hiroshi,93,266,236,28,64,9,0,2,79,17,5,2,2,2,58,25,0,1,3,0.271,0.341,0.335,0.676,98,0.064,0.348,32.0%,21.8%,9.4%,0.43,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Ueda Kai,5,18,15,2,3,0,0,1,6,1,0,0,0,0,4,3,0,0,0,0.200,0.333,0.400,0.733,112,0.200,0.200,44.4%,22.2%,16.7%,0.75,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Watanabe Ryo,23,84,70,9,19,2,0,2,27,10,0,0,0,3,10,10,0,1,1,0.271,0.357,0.386,0.743,116,0.115,0.279,26.2%,11.9%,11.9%,1.00,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Yamamoto Yasuhiro,85,261,220,32,54,9,3,0,69,25,5,0,9,0,31,31,1,1,6,0.245,0.341,0.314,0.655,92,0.069,0.286,23.8%,11.9%,11.9%,1.00,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Akiyama Shogo,2,6,6,1,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0.500,0.500,0.667,1.167,247,0.167,0.500,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Anderson Drew,8,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,,66.7%,66.7%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Corniel Robert,12,7,7,0,1,1,0,0,2,1,0,0,0,0,4,0,0,0,0,0.143,0.143,0.286,0.429,24,0.143,0.333,57.1%,57.1%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Davidson Matt,5,15,13,5,8,1,0,2,15,3,0,0,0,0,2,2,0,0,0,0.615,0.667,1.154,1.821,439,0.539,0.667,40.0%,13.3%,13.3%,1.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Endoh Atsushi,13,8,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,62.5%,62.5%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Futamata Shoichi,107,405,366,39,94,21,2,5,134,36,1,2,4,4,89,22,0,9,8,0.257,0.312,0.366,0.678,101,0.109,0.322,28.6%,22.0%,5.4%,0.25,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Hatsuki Ryutaro,25,96,91,13,25,1,0,0,26,7,10,3,0,0,20,5,0,0,0,0.275,0.313,0.286,0.599,78,0.011,0.352,26.0%,20.8%,5.2%,0.25,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Hayashi Kota,87,343,308,30,73,13,4,10,124,41,3,1,0,5,75,26,2,4,7,0.237,0.300,0.403,0.703,108,0.166,0.276,32.4%,21.9%,7.6%,0.35,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Ishihara Tomoki,54,163,136,14,32,3,0,3,44,19,1,0,3,1,17,22,0,1,6,0.235,0.344,0.324,0.668,100,0.089,0.248,25.8%,10.4%,13.5%,1.29,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Isomura Yoshitaka,20,64,52,5,13,5,1,0,20,5,0,0,1,0,6,9,0,2,1,0.250,0.381,0.385,0.766,129,0.135,0.283,23.4%,9.4%,14.1%,1.50,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Kawano Kei,19,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,,100.0%,100.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Kinoshita Motohide,69,134,129,8,27,6,2,0,37,14,0,1,0,0,19,5,0,0,1,0.209,0.239,0.287,0.526,56,0.078,0.245,17.9%,14.2%,3.7%,0.26,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Kobayashi Tatsuto,16,10,8,0,1,0,0,0,1,1,0,0,1,0,3,1,0,0,0,0.125,0.222,0.125,0.347,4,0.000,0.200,40.0%,30.0%,10.0%,0.33,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Kozono Kaito,40,170,151,29,39,4,4,3,60,14,1,2,1,1,11,16,0,1,3,0.258,0.331,0.397,0.728,116,0.139,0.261,17.6%,6.5%,9.4%,1.45,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Kubo Shu,61,125,116,10,22,4,1,0,28,6,2,4,2,0,28,3,0,4,0,0.190,0.236,0.241,0.477,41,0.051,0.250,24.8%,22.4%,2.4%,0.11,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Kuri Aren,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,,100.0%,100.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Kurohara Takumi,17,13,10,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,1,0.000,0.000,0.000,0.000,-103,0.000,0.000,46.2%,46.2%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Maekawa Seita,56,140,124,5,23,6,0,1,32,6,3,2,5,1,20,10,0,0,4,0.185,0.244,0.258,0.502,48,0.073,0.212,22.1%,14.3%,7.1%,0.50,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Masuda Takehisa,22,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0.000,0.000,0.000,0.000,-103,0.000,0.000,50.0%,50.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
McBroom Ryan,23,80,71,4,18,5,0,0,23,6,0,0,0,2,11,7,0,0,1,0.254,0.313,0.324,0.637,90,0.070,0.290,22.5%,13.8%,8.8%,0.64,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Miyoshi Takumi,59,32,29,3,3,2,0,1,8,3,0,0,0,0,8,3,0,0,0,0.103,0.188,0.276,0.464,36,0.173,0.100,37.5%,25.0%,9.4%,0.38,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Mochimaru Taiki,57,145,129,8,23,1,0,3,33,14,0,0,2,1,44,10,0,3,3,0.178,0.252,0.256,0.508,51,0.078,0.241,39.3%,30.3%,6.9%,0.23,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Mori Shohei,10,12,10,1,2,2,0,0,4,0,0,0,0,0,4,2,0,0,0,0.200,0.333,0.400,0.733,118,0.200,0.333,50.0%,33.3%,16.7%,0.50,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Morishita Masato,5,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Nabara Norihiko,59,125,106,23,24,4,2,0,32,6,11,6,1,1,29,10,0,7,0,0.226,0.331,0.302,0.633,89,0.076,0.308,31.2%,23.2%,8.0%,0.34,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Nakamura Kento,83,234,205,24,42,12,1,3,65,25,4,2,2,2,46,22,0,3,5,0.205,0.289,0.317,0.606,80,0.112,0.247,30.3%,19.7%,9.4%,0.48,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Nakamura Shosei,38,111,96,12,31,7,1,3,49,10,2,3,0,0,14,15,1,0,0,0.323,0.414,0.510,0.924,175,0.187,0.354,28.8%,12.6%,13.5%,1.07,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Nakamura Takahiro,82,307,291,30,71,7,0,8,102,36,0,2,0,0,67,14,0,2,4,0.244,0.283,0.351,0.634,88,0.107,0.292,29.0%,21.8%,4.6%,0.21,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Nakamura Yuta,28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Nirasawa Yuya,50,166,149,21,43,5,0,1,51,10,3,2,4,1,22,12,0,0,3,0.289,0.340,0.342,0.682,103,0.053,0.331,21.1%,13.3%,7.2%,0.55,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Nishikawa Ryoma,2,7,6,0,2,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0.333,0.429,0.333,0.762,130,0.000,0.400,28.6%,14.3%,14.3%,1.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Noma Takayoshi,3,8,6,2,1,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0.167,0.375,0.167,0.542,65,0.000,0.200,37.5%,12.5%,25.0%,2.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Nomura Yusuke,13,8,6,0,2,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0.333,0.429,0.500,0.929,177,0.167,0.333,12.5%,0.0%,12.5%,1.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Ohmori Minoru,38,158,145,25,42,10,3,3,67,14,8,2,2,1,31,10,0,0,0,0.290,0.333,0.462,0.795,135,0.172,0.348,27.8%,19.6%,6.3%,0.32,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Saitoh Yuta,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,,100.0%,100.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Shimizu Kanato,28,54,49,6,9,1,0,1,13,2,1,1,0,0,21,5,0,0,0,0.184,0.259,0.265,0.524,56,0.081,0.296,50.0%,38.9%,9.3%,0.24,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Sone Kaisei,36,34,31,14,5,1,0,0,6,4,8,0,1,0,6,2,0,0,0,0.161,0.212,0.194,0.406,21,0.033,0.200,23.5%,17.6%,5.9%,0.33,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Suekane Shota,44,161,155,17,45,8,2,3,66,28,1,1,0,1,24,4,0,1,3,0.290,0.311,0.426,0.737,118,0.136,0.326,19.3%,14.9%,2.5%,0.17,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Takagi Shoto,27,38,34,2,5,1,0,0,6,6,0,0,2,0,13,2,0,0,0,0.147,0.194,0.176,0.370,9,0.029,0.238,39.5%,34.2%,5.3%,0.15,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Tamamura Shogo,11,7,6,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0.000,0.143,0.000,0.143,-57,0.000,0.000,57.1%,42.9%,14.3%,0.33,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Tamura Shunsuke,59,207,194,23,54,7,1,4,75,29,1,1,0,2,48,8,0,3,5,0.278,0.314,0.387,0.701,108,0.109,0.347,29.0%,23.2%,3.9%,0.17,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Tsuji Taiga,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Uchida Shodai,87,259,246,14,40,7,2,0,51,22,0,0,2,2,65,6,0,3,13,0.163,0.191,0.207,0.398,18,0.044,0.219,27.4%,25.1%,2.3%,0.09,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Uemoto Takashi,3,9,7,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0.143,0.333,0.143,0.476,44,0.000,0.143,22.2%,0.0%,22.2%,1.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Ugusa Koki,66,166,157,15,33,4,3,1,46,11,2,1,1,0,32,6,0,2,2,0.210,0.248,0.293,0.541,60,0.083,0.258,23.5%,19.3%,3.6%,0.19,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Yano Masaya,20,65,57,9,15,2,0,0,17,4,2,1,0,1,16,6,0,1,1,0.263,0.338,0.298,0.636,91,0.035,0.357,33.8%,24.6%,9.2%,0.38,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Aibara Ryunosuke,78,244,220,25,43,9,3,4,70,17,2,1,6,0,63,15,0,3,5,0.195,0.256,0.318,0.574,69,0.123,0.255,33.6%,25.8%,6.1%,0.24,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Amburgey Trey,66,205,186,22,32,8,0,7,61,27,1,0,0,1,61,16,0,2,2,0.172,0.244,0.328,0.572,69,0.156,0.210,41.0%,29.8%,7.8%,0.26,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Austin Tyler,23,91,74,5,20,8,0,4,40,15,0,0,0,2,20,14,0,1,2,0.270,0.385,0.541,0.926,173,0.271,0.308,41.8%,22.0%,15.4%,0.70,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Azuma Junpei,61,164,155,15,35,9,0,4,56,16,1,0,2,2,38,5,0,0,1,0.226,0.247,0.361,0.608,79,0.135,0.270,28.7%,23.2%,3.0%,0.13,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Azuma Katsuki,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Bauer Trevor,5,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,,100.0%,100.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Chino Naoto,64,263,222,31,61,8,6,5,96,37,10,6,1,4,59,34,0,2,4,0.275,0.370,0.432,0.802,137,0.157,0.346,37.3%,22.4%,12.9%,0.58,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Ebina Tatsuo,39,154,143,25,46,12,1,4,72,27,2,3,0,0,27,5,0,6,2,0.322,0.370,0.503,0.873,158,0.181,0.375,23.4%,17.5%,3.2%,0.19,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Fujita Kazuya,30,55,46,3,14,4,0,0,18,10,0,0,0,1,3,8,0,0,1,0.304,0.400,0.391,0.791,135,0.087,0.318,20.0%,5.5%,14.5%,2.67,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Hamaguchi Haruhiro,10,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,,100.0%,100.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Hayashi Takuma,27,112,103,14,24,5,1,0,31,14,6,4,1,1,25,7,0,0,1,0.233,0.279,0.301,0.580,72,0.068,0.304,28.6%,22.3%,6.2%,0.28,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Imanaga Shota,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Joko Ryota,64,214,199,21,48,11,1,3,70,16,1,1,0,0,61,13,0,2,2,0.241,0.294,0.352,0.646,91,0.111,0.333,36.0%,28.5%,6.1%,0.21,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Kajiwara Kouki,73,303,290,41,98,16,4,7,143,29,15,7,0,0,78,11,0,2,5,0.338,0.366,0.493,0.859,154,0.155,0.444,31.7%,25.7%,3.6%,0.14,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Kamizato Kazuki,16,68,57,13,19,4,1,6,43,13,2,1,1,2,16,7,1,1,0,0.333,0.403,0.754,1.157,240,0.421,0.351,42.6%,23.5%,10.3%,0.44,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Katsumata Atsushi,105,364,342,30,93,17,2,6,132,30,0,4,5,3,67,10,1,4,10,0.272,0.298,0.386,0.684,102,0.114,0.320,22.8%,18.4%,2.7%,0.15,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Kobukata Daichi,87,310,273,31,56,13,2,4,85,28,1,2,3,3,76,29,0,2,4,0.205,0.283,0.311,0.594,76,0.106,0.265,35.2%,24.5%,9.4%,0.38,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Kusumoto Taishi,5,22,16,3,6,2,0,1,11,4,0,0,0,1,2,5,0,0,0,0.375,0.500,0.688,1.188,252,0.313,0.357,36.4%,9.1%,22.7%,2.50,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Kuwahara Masayuki,2,4,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.000,0.500,0.000,0.500,57,0.000,0.000,75.0%,25.0%,50.0%,2.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Kyoda Yota,17,71,67,6,18,0,0,1,21,8,0,0,1,1,10,2,0,0,4,0.269,0.286,0.313,0.599,77,0.044,0.298,18.3%,14.1%,2.8%,0.20,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Maeda Yamato,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.666,98,0.000,0.333,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Mashiko Kyosuke,70,179,157,13,39,10,0,0,49,16,1,0,1,1,43,17,0,3,4,0.248,0.331,0.312,0.643,91,0.064,0.339,33.5%,24.0%,9.5%,0.40,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Matsuo Shion,104,376,343,34,95,20,2,7,140,51,6,1,3,8,33,16,0,6,7,0.277,0.314,0.408,0.722,113,0.131,0.283,14.9%,8.8%,4.3%,0.48,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Miyazaki Toshiro,2,3,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.500,0.667,0.500,1.167,252,0.000,0.500,33.3%,0.0%,33.3%,1.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Mori Keito,57,241,217,30,54,8,3,2,74,21,9,5,2,1,50,20,0,1,3,0.249,0.314,0.341,0.655,94,0.092,0.313,29.9%,20.7%,8.3%,0.40,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
